xenocanto_11_2,ebird2022_species,comment
galbula chalcothorax,purjac1,Exact match
galbula leucogastra,brojac1,Exact match
galbula dea,parjac1,Exact match
jacamerops aureus,grejac2,Exact match
notharchus hyperrhynchus,whnpuf2,Exact match
notharchus macrorhynchos,guipuf1,Exact match
notharchus swainsoni,bubpuf1,Exact match
notharchus pectoralis,blbpuf1,Exact match
notharchus ordii,brbpuf1,Exact match
notharchus tectus,piepuf1,Exact match
bucco macrodactylus,chcpuf1,Exact match
bucco tamatia,spopuf1,Exact match
bucco noanamae,socpuf1,Exact match
bucco capensis,colpuf1,Exact match
nystalus radiatus,barpuf1,Exact match
nystalus chacuru,whepuf1,Exact match
hypnelus ruficollis,rutpuf1,Exact match
hypnelus bicinctus,rutpuf3,Exact match
malacoptila striata,crcpuf1,Exact match
malacoptila fusca,whcpuf1,Exact match
malacoptila semicincta,sempuf1,Exact match
malacoptila fulvogularis,blspuf1,Exact match
malacoptila rufa,runpuf1,Exact match
malacoptila panamensis,whwpuf1,Exact match
malacoptila mystacalis,moupuf1,Exact match
micromonacha lanceolata,lanmon1,Exact match
nonnula rubecula,rubnun1,Exact match
nonnula sclateri,fucnun1,Exact match
nonnula brunnea,bronun1,Exact match
nonnula ruficapilla,rucnun1,Exact match
nonnula amaurocephala,chhnun1,Exact match
hapaloptila castanea,whfnun2,Exact match
monasa atra,blanun1,Exact match
monasa nigrifrons,blfnun1,Exact match
monasa morphoeus,whfnun1,Exact match
monasa flavirostris,yebnun1,Exact match
chelidoptera tenebrosa,swwpuf1,Exact match
capito aurovirens,sccbar1,Exact match
capito wallacei,scbbar2,Exact match
capito fitzpatricki,sirbar1,Exact match
capito maculicoronatus,spcbar1,Exact match
capito squamatus,orfbar1,Exact match
capito hypoleucus,whmbar1,Exact match
capito dayi,blgbar1,Exact match
capito brunneipectus,brcbar1,Exact match
capito niger,blsbar1,Exact match
capito auratus,gilbar1,Exact match
capito quinticolor,ficbar1,Exact match
eubucco richardsoni,letbar1,Exact match
eubucco bourcierii,rehbar1,Exact match
eubucco tucinkae,schbar1,Exact match
eubucco versicolor,verbar1,Exact match
semnornis frantzii,prbbar1,Exact match
semnornis ramphastinus,toubar1,Exact match
aulacorhynchus sulcatus,grbtou1,Exact match
aulacorhynchus derbianus,chttou3,Exact match
aulacorhynchus whitelianus,chttou2,Exact match
aulacorhynchus haematopygus,crrtou1,Exact match
aulacorhynchus huallagae,yebtou1,Exact match
aulacorhynchus coeruleicinctis,blbtou1,Exact match
pteroglossus viridis,greara1,Exact match
pteroglossus inscriptus,letara1,Exact match
pteroglossus bitorquatus,renara1,Exact match
pteroglossus aracari,blnara1,Exact match
pteroglossus castanotis,cheara1,Exact match
pteroglossus pluricinctus,mabara1,Exact match
pteroglossus frantzii,fibara1,Exact match
pteroglossus beauharnaisii,cucara1,Exact match
pteroglossus bailloni,saftou2,Exact match
selenidera spectabilis,yeetou1,Exact match
selenidera piperivora,guitou1,Exact match
selenidera reinwardtii,goctou1,Exact match
selenidera nattereri,tattou1,Exact match
selenidera gouldii,goutou1,Exact match
selenidera maculirostris,spbtou1,Exact match
ramphastos brevis,chotou1,Exact match
ramphastos sulfuratus,kebtou1,Exact match
ramphastos toco,toctou1,Exact match
ramphastos tucanus,whttou1,Exact match
ramphastos ambiguus,bkmtou1,Exact match
psilopogon pyrolophus,fitbar1,Exact match
psilopogon virens,grebar1,Exact match
psilopogon lagrandieri,revbar1,Exact match
psilopogon zeylanicus,brhbar1,Exact match
psilopogon lineatus,linbar1,Exact match
psilopogon viridis,whcbar1,Exact match
psilopogon faiostrictus,grebar3,Exact match
psilopogon corvinus,brtbar1,Exact match
psilopogon rafflesii,recbar1,Exact match
psilopogon mystacophanos,retbar1,Exact match
psilopogon javensis,blbbar2,Exact match
psilopogon flavifrons,yefbar1,Exact match
psilopogon franklinii,gotbar2,Exact match
psilopogon auricularis,gotbar3,Exact match
psilopogon oorti,blbbar5,Exact match
psilopogon annamensis,indbar1,Exact match
psilopogon faber,chibar1,Exact match
psilopogon nuchalis,taibar2,Exact match
psilopogon asiaticus,bltbar2,Exact match
psilopogon chersonesus,tutbar1,Exact match
psilopogon monticola,moubar1,Exact match
psilopogon incognitus,moubar2,Exact match
psilopogon henricii,yecbar1,Exact match
psilopogon armillaris,flfbar1,Exact match
psilopogon pulcherrimus,gonbar1,Exact match
psilopogon duvaucelii,blebar1,Exact match
psilopogon eximius,borbar1,Exact match
psilopogon rubricapillus,crfbar3,Exact match
psilopogon malabaricus,crfbar1,Exact match
psilopogon haemacephalus,copbar1,Exact match
caloramphus fuliginosus,brnbar2,Exact match
caloramphus hayii,soobar2,Exact match
gymnobucco sladeni,slabar1,Exact match
gymnobucco peli,brnbar1,Exact match
gymnobucco calvus,nafbar1,Exact match
stactolaema leucotis,whebar1,Exact match
stactolaema whytii,whybar1,Exact match
stactolaema anchietae,ancbar1,Exact match
stactolaema olivacea,grebar2,Exact match
pogoniulus scolopaceus,spetin1,Exact match
pogoniulus simplex,gretin2,Exact match
pogoniulus leucomystax,moutin1,Exact match
pogoniulus coryphaea,westin1,Exact match
pogoniulus atroflavus,rertin1,Exact match
pogoniulus subsulphureus,yettin1,Exact match
pogoniulus pusillus,reftin1,Exact match
pogoniulus chrysoconus,yeftin1,Exact match
buccanodon duchaillui,yesbar1,Exact match
tricholaema hirsuta,habbar1,Exact match
tricholaema diademata,refbar2,Exact match
tricholaema lacrymosa,spfbar1,Exact match
tricholaema melanocephala,bltbar1,Exact match
lybius undatus,banbar1,Exact match
lybius vieilloti,viebar1,Exact match
lybius leucocephalus,whhbar1,Exact match
lybius chaplini,chabar1,Exact match
lybius rubrifacies,refbar1,Exact match
lybius guifsobalito,blbbar3,Exact match
lybius torquatus,blcbar1,Exact match
lybius melanopterus,brbbar1,Exact match
lybius minor,blbbar1,Exact match
lybius bidentatus,dotbar1,Exact match
lybius dubius,beabar1,Exact match
lybius rolleti,blbbar4,Exact match
trachyphonus purpuratus,yebbar1,Exact match
trachyphonus vaillantii,crebar1,Exact match
trachyphonus erythrocephalus,raybar1,Exact match
trachyphonus margaritatus,yebbar2,Exact match
melignomon zenkeri,zenhon1,Exact match
melignomon eisentrauti,yefhon2,Exact match
indicator pumilio,dwahon1,Exact match
indicator willcocksi,wilhon2,Exact match
indicator meliphilus,palhon1,Exact match
indicator exilis,leahon2,Exact match
indicator maculatus,spohon2,Exact match
indicator variegatus,scthon1,Exact match
indicator xanthonotus,yerhon1,Exact match
indicator archipelagicus,malhon1,Exact match
indicator indicator,grehon2,Exact match
melichneutes robustus,lython1,Exact match
jynx torquilla,eurwry,Exact match
picumnus innominatus,spepic1,Exact match
picumnus aurifrons,babpic1,Exact match
picumnus lafresnayi,lafpic1,Exact match
picumnus pumilus,oripic1,Exact match
picumnus exilis,gospic1,Exact match
picumnus sclateri,ecupic1,Exact match
picumnus spilogaster,whbpic2,Exact match
picumnus minutissimus,arrpic1,Exact match
picumnus pygmaeus,spopic1,Exact match
picumnus steindachneri,spcpic1,Exact match
picumnus varzeae,varpic1,Exact match
picumnus cirratus,whbpic1,Exact match
picumnus dorbignyanus,ocepic2,Exact match
picumnus temminckii,occpic1,Exact match
picumnus albosquamatus,whwpic1,Exact match
picumnus fuscus,runpic1,Exact match
picumnus rufiventris,rubpic1,Exact match
picumnus limae,ochpic1,Exact match
picumnus nebulosus,motpic1,Exact match
picumnus castelnau,plbpic1,Exact match
picumnus subtilis,fibpic1,Exact match
picumnus olivaceus,olipic1,Exact match
picumnus cinnamomeus,chepic1,Exact match
sasia abnormis,rufpic1,Exact match
sasia ochracea,whbpic3,Exact match
nesoctites micromegas,antpic1,Exact match
hemicircus canente,heswoo1,Exact match
melanerpes candidus,whiwoo1,Exact match
melanerpes lewis,lewwoo,Exact match
melanerpes herminieri,guawoo1,Exact match
melanerpes portoricensis,purwoo1,Exact match
melanerpes erythrocephalus,rehwoo,Exact match
melanerpes formicivorus,acowoo,Exact match
melanerpes cruentatus,yetwoo2,Exact match
melanerpes flavifrons,yefwoo1,Exact match
melanerpes chrysauchen,gonwoo1,Exact match
melanerpes pulcher,beawoo2,Exact match
melanerpes pucherani,blcwoo1,Exact match
melanerpes cactorum,whfwoo1,Exact match
melanerpes striatus,hiswoo1,Exact match
melanerpes radiolatus,jamwoo1,Exact match
melanerpes chrysogenys,gocwoo1,Exact match
melanerpes pygmaeus,yucwoo,Exact match
melanerpes rubricapillus,recwoo1,Exact match
melanerpes uropygialis,gilwoo,Exact match
melanerpes hoffmannii,hofwoo1,Exact match
melanerpes carolinus,rebwoo,Exact match
melanerpes superciliaris,weiwoo1,Exact match
sphyrapicus thyroideus,wilsap,Exact match
sphyrapicus varius,yebsap,Exact match
sphyrapicus nuchalis,rensap,Exact match
sphyrapicus ruber,rebsap,Exact match
xiphidiopicus percussus,cugwoo1,Exact match
geocolaptes olivaceus,growoo1,Exact match
campethera punctuligera,fiswoo1,Exact match
campethera bennettii,benwoo1,Exact match
campethera nubica,nubwoo1,Exact match
campethera abingoni,gotwoo1,Exact match
campethera mombassica,momwoo1,Exact match
campethera notata,knywoo1,Exact match
campethera cailliautii,grbwoo2,Exact match
campethera maculosa,ligwoo1,Exact match
yungipicus temminckii,sulwoo2,Exact match
yungipicus nanus,bncwoo3,Exact match
yungipicus maculatus,phiwoo1,Exact match
yungipicus ramsayi,phiwoo3,Exact match
yungipicus moluccensis,bncwoo2,Exact match
yungipicus kizuki,pygwoo1,Exact match
picoides tridactylus,ettwoo1,Exact match
picoides dorsalis,attwoo1,Exact match
picoides arcticus,bkbwoo,Exact match
dendrocoptes dorae,arawoo1,Exact match
dendrocoptes auriceps,brfwoo1,Exact match
dendrocoptes medius,miswoo1,Exact match
leiopicus mahrattensis,yecwoo1,Exact match
chloropicus namaquus,beawoo1,Exact match
chloropicus pyrrhogaster,fibwoo1,Exact match
dryobates nuttallii,nutwoo,Exact match
dryobates scalaris,labwoo,Exact match
dryobates pubescens,dowwoo,Exact match
dryobates cathpharius,crbwoo3,Exact match
dryobates minor,leswoo1,Exact match
dendrocopos hyperythrus,rubwoo1,Exact match
dendrocopos macei,fubwoo2,Exact match
dendrocopos analis,frbwoo1,Exact match
dendrocopos atratus,stbwoo4,Exact match
dendrocopos darjellensis,darwoo1,Exact match
dendrocopos himalayensis,himwoo1,Exact match
dendrocopos assimilis,sinwoo1,Exact match
dendrocopos syriacus,syrwoo1,Exact match
dendrocopos leucopterus,whwwoo1,Exact match
dendrocopos major,grswoo,Exact match
dendrocopos noguchii,okiwoo1,Exact match
dendrocopos leucotos,whbwoo1,Exact match
piculus simplex,ruwwoo1,Exact match
piculus callopterus,stcwoo1,Exact match
piculus leucolaemus,whtwoo2,Exact match
piculus litae,litwoo1,Exact match
piculus flavigula,yetwoo1,Exact match
piculus chrysochloros,gogwoo1,Exact match
colaptes rivolii,crmwoo2,Exact match
colaptes atricollis,blnwoo1,Exact match
colaptes punctigula,spbwoo1,Exact match
colaptes melanochloros,grbwoo3,Exact match
colaptes auratus,norfli,Exact match
colaptes chrysoides,gilfli,Exact match
colaptes oceanicus,berfli1,Exact match
colaptes fernandinae,ferfli1,Exact match
colaptes pitius,chifli1,Exact match
colaptes rupicola,andfli1,Exact match
colaptes campestris,camfli1,Exact match
celeus loricatus,cinwoo1,Exact match
celeus undatus,wavwoo1,Exact match
celeus castaneus,chcwoo1,Exact match
celeus elegans,chewoo2,Exact match
celeus lugubris,pacwoo1,Exact match
celeus flavescens,blcwoo4,Exact match
celeus ochraceus,blcwoo5,Exact match
celeus flavus,crcwoo2,Exact match
celeus spectabilis,ruhwoo1,Exact match
celeus obrieni,caawoo1,Exact match
celeus torquatus,rinwoo1,Exact match
celeus galeatus,helwoo1,Exact match
dryocopus schulzii,blbwoo3,Exact match
dryocopus lineatus,linwoo1,Exact match
dryocopus pileatus,pilwoo,Exact match
dryocopus javensis,whbwoo2,Exact match
dryocopus hodgei,andwoo1,Exact match
dryocopus martius,blawoo1,Exact match
campephilus pollens,powwoo1,Exact match
campephilus haematogaster,crbwoo1,Exact match
campephilus rubricollis,renwoo1,Exact match
campephilus robustus,robwoo1,Exact match
campephilus melanoleucos,crcwoo1,Exact match
campephilus guatemalensis,pabwoo1,Exact match
campephilus gayaquilensis,guawoo2,Exact match
campephilus leucopogon,crbwoo2,Exact match
campephilus magellanicus,magwoo1,Exact match
campephilus principalis,ivbwoo,Exact match
campephilus imperialis,impwoo1,Exact match
chrysophlegma miniaceum,banwoo2,Exact match
chrysophlegma mentale,chtwoo1,Exact match
chrysophlegma flavinucha,greyel1,Exact match
picus chlorolophus,lesyel1,Exact match
picus puniceus,crwwoo1,Exact match
picus viridanus,stbwoo3,Exact match
picus vittatus,lacwoo1,Exact match
picus xanthopygaeus,sttwoo1,Exact match
picus squamatus,scbwoo1,Exact match
picus sharpei,grnwoo3,Exact match
picus vaillantii,levwoo1,Exact match
picus rabieri,recwoo2,Exact match
picus erythropygius,blhwoo1,Exact match
dinopium shorii,himfla1,Exact match
dinopium javanense,comfla1,Exact match
dinopium everetti,sptfla1,Exact match
dinopium benghalense,bkrfla1,Exact match
dinopium psarodes,bkrfla2,Exact match
chrysocolaptes lucidus,busfla1,Exact match
chrysocolaptes haematribon,luzfla1,Exact match
chrysocolaptes xanthocephalus,yeffla1,Exact match
chrysocolaptes erythrocephalus,rehfla1,Exact match
chrysocolaptes strictus,javfla1,Exact match
chrysocolaptes guttacristatus,grefla1,Exact match
chrysocolaptes stricklandi,crbfla1,Exact match
chrysocolaptes festivus,whnwoo1,Exact match
gecinulus grantia,pahwoo1,Exact match
gecinulus viridis,bamwoo1,Exact match
blythipicus rubiginosus,marwoo1,Exact match
blythipicus pyrrhotis,baywoo1,Exact match
reinwardtipicus validus,orbwoo1,Exact match
micropternus brachyurus,rufwoo2,Exact match
meiglyptes tristis,burwoo1,Exact match
meiglyptes jugularis,babwoo3,Exact match
meiglyptes tukki,bunwoo1,Exact match
mulleripicus fulvus,ashwoo1,Exact match
mulleripicus pulverulentus,grswoo1,Exact match
cariama cristata,relser1,Exact match
chunga burmeisteri,bllser1,Exact match
daptrius ater,blacar1,Exact match
ibycter americanus,retcar2,Exact match
caracara lutosa,guacar2,Exact match
caracara plancus,y00678,Exact match
herpetotheres cachinnans,laufal1,Exact match
spiziapteryx circumcincta,spwfal2,Exact match
polihierax semitorquatus,pygfal1,Exact match
microhierax caerulescens,colfal1,Exact match
microhierax fringillarius,bltfal1,Exact match
microhierax latifrons,whffal1,Exact match
microhierax erythrogenys,phifal1,Exact match
microhierax melanoleucos,piefal2,Exact match
falco naumanni,leskes1,Exact match
falco rupicolus,eurkes1,Exact match
falco newtoni,madkes1,Exact match
falco punctatus,maukes1,Exact match
falco duboisi,reukes1,Exact match
falco araeus,seykes1,Exact match
falco moluccensis,spokes1,Exact match
falco cenchroides,auskes1,Exact match
falco sparverius,amekes,Exact match
falco rupicoloides,grekes1,Exact match
falco alopex,foxkes1,Exact match
falco dickinsoni,dickes1,Exact match
falco zoniventris,bankes1,Exact match
falco chicquera,renfal1,Exact match
falco vespertinus,reffal1,Exact match
falco amurensis,amufal1,Exact match
falco eleonorae,elefal1,Exact match
falco concolor,soofal1,Exact match
falco femoralis,aplfal,Exact match
falco columbarius,merlin,Exact match
falco rufigularis,batfal1,Exact match
falco deiroleucus,orbfal1,Exact match
falco subbuteo,eurhob,Exact match
falco cuvierii,afrhob1,Exact match
falco severus,orihob1,Exact match
falco longipennis,aushob1,Exact match
falco novaeseelandiae,nezfal1,Exact match
falco berigora,brofal1,Exact match
falco subniger,blafal1,Exact match
falco biarmicus,lanfal1,Exact match
falco jugger,lagfal1,Exact match
falco cherrug,sakfal1,Exact match
falco rusticolus,gyrfal,Exact match
falco mexicanus,prafal,Exact match
falco peregrinus,perfal,Exact match
falco fasciinucha,taifal1,Exact match
strigops habroptila,kakapo2,Exact match
nestor notabilis,kea1,Exact match
nestor meridionalis,nezkak1,Exact match
nymphicus hollandicus,cockat,Exact match
probosciger aterrimus,palcoc1,Exact match
callocephalon fimbriatum,gagcoc1,Exact match
eolophus roseicapilla,galah,Exact match
cacatua tenuirostris,lobcor1,Exact match
cacatua pastinator,wescor1,Exact match
cacatua sanguinea,litcor2,Exact match
cacatua goffiniana,tancoc1,Exact match
cacatua galerita,succoc,Exact match
cacatua ophthalmica,blecoc1,Exact match
cacatua sulphurea,yeccoc1,Exact match
cacatua moluccensis,saccoc,Exact match
cacatua alba,whicoc1,Exact match
poicephalus gulielmi,refpar5,Exact match
poicephalus flavifrons,yefpar4,Exact match
poicephalus fuscicollis,brnpar1,Exact match
poicephalus robustus,bnnpar2,Exact match
poicephalus meyeri,meypar1,Exact match
poicephalus rueppellii,ruepar1,Exact match
poicephalus cryptoxanthus,brhpar2,Exact match
poicephalus crassus,ninpar1,Exact match
poicephalus senegalus,senpar,Exact match
poicephalus rufiventris,rebpar1,Exact match
touit batavicus,litpar2,Exact match
touit huetii,scspar1,Exact match
touit costaricensis,refpar1,Exact match
touit dilectissimus,bufpar1,Exact match
touit purpuratus,sarpar2,Exact match
touit melanonotus,brbpar1,Exact match
touit surdus,gotpar2,Exact match
touit stictopterus,spwpar2,Exact match
psilopsiagon aurifrons,moupar2,Exact match
bolborhynchus lineola,barpar1,Exact match
bolborhynchus ferrugineifrons,rufpar1,Exact match
bolborhynchus orbygnesius,andpar1,Exact match
nannopsittaca panychlora,teppar1,Exact match
brotogeris sanctithomae,tuipar1,Exact match
brotogeris tirica,plapar1,Exact match
brotogeris versicolurus,whwpar,Exact match
brotogeris chiriri,yecpar,Exact match
brotogeris jugularis,orcpar,Exact match
brotogeris cyanoptera,cowpar1,Exact match
brotogeris chrysoptera,gowpar2,Exact match
pionopsitta pileata,recpar3,Exact match
triclaria malachitacea,blbpar4,Exact match
