TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
5497,species,sllcra1,Slaty-legged Crake,Rallina eurizonoides,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5505,spuh,rallin1,Rallina sp.,Rallina sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5506,species,rubcra1,Ruddy-breasted Crake,Zapornia fusca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5511,species,babcra1,Band-bellied Crake,Zapornia paykullii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5512,species,brocra1,Brown Crake,Zapornia akool,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5515,species,blacra1,Black Crake,Zapornia flavirostra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5516,species,litcra1,Little Crake,Zapornia parva,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5517,species,baicra1,Baillon's Crake,Zapornia pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5518,issf,baicra2,Baillon's Crake (Western),Zapornia pusilla intermedia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",baicra1
5519,issf,baicra3,Baillon's Crake (Eastern),Zapornia pusilla pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",baicra1
5520,issf,baicra4,Baillon's Crake (Australasian),Zapornia pusilla [palustris Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",baicra1
5525,slash,y00950,Little/Baillon's Crake,Zapornia parva/pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5526,slash,y01026,Spotted/Little/Baillon's Crake,Porzana porzana/Zapornia parva/pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5527,species,sthrai1,St. Helena Rail,Zapornia astrictocarpus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5528,species,layrai,Laysan Rail,Zapornia palmeri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5529,species,sakrai1,Sakalava Rail,Zapornia olivieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5530,species,bltcra1,Black-tailed Crake,Zapornia bicolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5531,species,hawrai,Hawaiian Rail,Zapornia sandwichensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5532,species,milrai1,Miller's Rail,Zapornia nigra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5533,species,heicra1,Henderson Island Crake,Zapornia atra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5534,species,spocra2,Spotless Crake,Zapornia tabuensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5539,species,koscra1,Kosrae Crake,Zapornia monasa,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5540,spuh,zaporn1,Zapornia sp.,Zapornia sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5541,species,ocecra1,Ocellated Crake,Micropygia schomburgkii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5544,species,chhcra1,Chestnut-headed Crake,Anurolimnas castaneiceps,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5547,species,ruccra1,Russet-crowned Crake,Anurolimnas viridis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5550,species,blbcra1,Black-banded Crake,Anurolimnas fasciatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5551,species,swirai1,Swinhoe's Rail,Coturnicops exquisitus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5552,species,yelrai,Yellow Rail,Coturnicops noveboracensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5553,issf,yelrai1,Yellow Rail (Northern),Coturnicops noveboracensis noveboracensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",yelrai
5554,issf,yelrai2,Yellow Rail (Goldman's),Coturnicops noveboracensis goldmani,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",yelrai
5555,species,sperai1,Speckled Rail,Coturnicops notatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5556,species,yebcra1,Yellow-breasted Crake,Hapalocrex flaviventer,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5562,spuh,porzan1,Porzana/Zapornia/Hapalocrex sp.,Porzana/Zapornia/Hapalocrex sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5563,species,rufcra2,Rusty-flanked Crake,Laterallus levraudi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5564,species,ruscra1,Rufous-sided Crake,Laterallus melanophaius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5567,species,rudcra1,Ruddy Crake,Laterallus ruber,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5568,species,whtcra1,White-throated Crake,Laterallus albigularis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5569,issf,whtcra2,White-throated Crake (Rufous-faced),Laterallus albigularis albigularis/cerdaleus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",whtcra1
5572,issf,whtcra3,White-throated Crake (Gray-faced),Laterallus albigularis cinereiceps,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",whtcra1
5573,slash,y00844,Ruddy/White-throated Crake,Laterallus ruber/albigularis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5574,species,grbcra1,Gray-breasted Crake,Laterallus exilis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5575,species,galrai1,Galapagos Rail,Laterallus spilonota,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5576,species,blkrai,Black Rail,Laterallus jamaicensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5577,issf,blkrai1,Black Rail (Northern),Laterallus jamaicensis jamaicensis/coturniculus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",blkrai
5580,issf,blkrai2,Black Rail (Southern South America),Laterallus jamaicensis salinasi/murivagans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",blkrai
5583,issf,blkrai3,Black Rail (Junin),Laterallus jamaicensis tuerosi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",blkrai
5584,species,rawcra1,Red-and-white Crake,Laterallus leucopyrrhus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5585,slash,y01025,Rufous-sided/Red-and-white Crake,Laterallus melanophaius/leucopyrrhus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5586,species,rufcra1,Rufous-faced Crake,Laterallus xenopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5587,spuh,rail1,rail/crake sp.,Rallidae sp. (rail/crake sp.),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",
5589,species,afrfin1,African Finfoot,Podica senegalensis,Gruiformes,Heliornithidae (Finfoots),Finfoots,
5594,species,masfin3,Masked Finfoot,Heliopais personatus,Gruiformes,Heliornithidae (Finfoots),Finfoots,
5595,species,sungre1,Sungrebe,Heliornis fulica,Gruiformes,Heliornithidae (Finfoots),Finfoots,
5597,species,limpki,Limpkin,Aramus guarauna,Gruiformes,Aramidae (Limpkin),Limpkin,
5598,issf,limpki1,Limpkin (Speckled),Aramus guarauna [pictus Group],Gruiformes,Aramidae (Limpkin),Limpkin,limpki
5602,issf,limpki2,Limpkin (Brown-backed),Aramus guarauna guarauna,Gruiformes,Aramidae (Limpkin),Limpkin,limpki
5604,species,gywtru1,Gray-winged Trumpeter,Psophia crepitans,Gruiformes,Psophiidae (Trumpeters),Trumpeters,
5605,issf,gywtru2,Gray-winged Trumpeter (Napo),Psophia crepitans napensis,Gruiformes,Psophiidae (Trumpeters),Trumpeters,gywtru1
5606,issf,pawtru3,Gray-winged Trumpeter (Ochre-winged),Psophia crepitans ochroptera,Gruiformes,Psophiidae (Trumpeters),Trumpeters,gywtru1
5607,issf,gywtru3,Gray-winged Trumpeter (Gray-winged),Psophia crepitans crepitans,Gruiformes,Psophiidae (Trumpeters),Trumpeters,gywtru1
5608,species,pawtru2,Pale-winged Trumpeter,Psophia leucoptera,Gruiformes,Psophiidae (Trumpeters),Trumpeters,
5609,species,dawtru1,Dark-winged Trumpeter,Psophia viridis,Gruiformes,Psophiidae (Trumpeters),Trumpeters,
5610,issf,dawtru4,Dark-winged Trumpeter (Green-backed),Psophia viridis viridis,Gruiformes,Psophiidae (Trumpeters),Trumpeters,dawtru1
5611,issf,dawtru2,Dark-winged Trumpeter (Dusky-backed),Psophia viridis dextralis,Gruiformes,Psophiidae (Trumpeters),Trumpeters,dawtru1
5612,issf,dawtru5,Dark-winged Trumpeter (Xingu),Psophia viridis interjecta,Gruiformes,Psophiidae (Trumpeters),Trumpeters,dawtru1
5613,issf,dawtru3,Dark-winged Trumpeter (Black-backed),Psophia viridis obscura,Gruiformes,Psophiidae (Trumpeters),Trumpeters,dawtru1
5614,spuh,trumpe1,trumpeter sp.,Psophia sp.,Gruiformes,Psophiidae (Trumpeters),Trumpeters,
5616,species,grccra1,Gray Crowned-Crane,Balearica regulorum,Gruiformes,Gruidae (Cranes),Cranes,
5619,species,blccra1,Black Crowned-Crane,Balearica pavonina,Gruiformes,Gruidae (Cranes),Cranes,
5622,species,demcra1,Demoiselle Crane,Anthropoides virgo,Gruiformes,Gruidae (Cranes),Cranes,
5623,species,blucra2,Blue Crane,Anthropoides paradiseus,Gruiformes,Gruidae (Cranes),Cranes,
5624,species,watcra2,Wattled Crane,Bugeranus carunculatus,Gruiformes,Gruidae (Cranes),Cranes,
5625,species,sibcra1,Siberian Crane,Leucogeranus leucogeranus,Gruiformes,Gruidae (Cranes),Cranes,
5626,species,sancra,Sandhill Crane,Antigone canadensis,Gruiformes,Gruidae (Cranes),Cranes,
5627,issf,sancra1,Sandhill Crane (canadensis),Antigone canadensis canadensis,Gruiformes,Gruidae (Cranes),Cranes,sancra
5628,issf,sancra2,Sandhill Crane (tabida/rowani),Antigone canadensis tabida/rowani,Gruiformes,Gruidae (Cranes),Cranes,sancra
5631,issf,sancra4,Sandhill Crane (pulla),Antigone canadensis pulla,Gruiformes,Gruidae (Cranes),Cranes,sancra
5632,issf,sancra5,Sandhill Crane (pratensis),Antigone canadensis pratensis,Gruiformes,Gruidae (Cranes),Cranes,sancra
5633,issf,sancra6,Sandhill Crane (nesiotes),Antigone canadensis nesiotes,Gruiformes,Gruidae (Cranes),Cranes,sancra
5634,species,sarcra1,Sarus Crane,Antigone antigone,Gruiformes,Gruidae (Cranes),Cranes,
5638,species,brolga1,Brolga,Antigone rubicunda,Gruiformes,Gruidae (Cranes),Cranes,
5639,hybrid,x00949,Sarus Crane x Brolga (hybrid),Antigone antigone x rubicunda,Gruiformes,Gruidae (Cranes),Cranes,
5640,species,whncra1,White-naped Crane,Antigone vipio,Gruiformes,Gruidae (Cranes),Cranes,
5641,species,comcra,Common Crane,Grus grus,Gruiformes,Gruidae (Cranes),Cranes,
5642,hybrid,x00657,Sandhill x Common Crane (hybrid),Antigone canadensis x Grus grus,Gruiformes,Gruidae (Cranes),Cranes,
5643,species,hoocra1,Hooded Crane,Grus monacha,Gruiformes,Gruidae (Cranes),Cranes,
5644,hybrid,x00884,Common x Hooded Crane (hybrid),Grus grus x monacha,Gruiformes,Gruidae (Cranes),Cranes,
5645,species,whocra,Whooping Crane,Grus americana,Gruiformes,Gruidae (Cranes),Cranes,
5646,hybrid,x00790,Sandhill x Whooping Crane (hybrid),Antigone canadensis x Grus americana,Gruiformes,Gruidae (Cranes),Cranes,
5647,species,blncra1,Black-necked Crane,Grus nigricollis,Gruiformes,Gruidae (Cranes),Cranes,
5648,species,reccra1,Red-crowned Crane,Grus japonensis,Gruiformes,Gruidae (Cranes),Cranes,
5649,spuh,crane1,crane sp.,Gruidae sp.,Gruiformes,Gruidae (Cranes),Cranes,
5651,species,snoshe2,Snowy Sheathbill,Chionis albus,Charadriiformes,Chionidae (Sheathbills),Shorebirds,
5652,species,blfshe1,Black-faced Sheathbill,Chionis minor,Charadriiformes,Chionidae (Sheathbills),Shorebirds,
5658,species,magplo1,Magellanic Plover,Pluvianellus socialis,Charadriiformes,Pluvianellidae (Magellanic Plover),Shorebirds,
5660,species,watkne1,Water Thick-knee,Burhinus vermiculatus,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5663,species,eutkne1,Eurasian Thick-knee,Burhinus oedicnemus,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5669,species,indthk1,Indian Thick-knee,Burhinus indicus,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5670,species,setkne1,Senegal Thick-knee,Burhinus senegalensis,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5671,species,sptkne1,Spotted Thick-knee,Burhinus capensis,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5676,species,dstkne,Double-striped Thick-knee,Burhinus bistriatus,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5681,species,petkne1,Peruvian Thick-knee,Burhinus superciliaris,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5682,species,butkne1,Bush Thick-knee,Burhinus grallarius,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5683,spuh,burhin1,Burhinus sp.,Burhinus sp.,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5684,species,grtkne1,Great Thick-knee,Esacus recurvirostris,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5685,species,beathk1,Beach Thick-knee,Esacus magnirostris,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,
5687,species,egyplo1,Egyptian Plover,Pluvianus aegyptius,Charadriiformes,Pluvianidae (Egyptian Plover),Shorebirds,
5689,species,bkwsti,Black-winged Stilt,Himantopus himantopus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5690,species,piesti1,Pied Stilt,Himantopus leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5691,hybrid,x00830,Black-winged x Pied Stilt (hybrid),Himantopus himantopus x leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5692,slash,y00932,Black-winged/Pied Stilt,Himantopus himantopus/leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5693,species,blasti1,Black Stilt,Himantopus novaezelandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5694,hybrid,x00459,Pied x Black Stilt (hybrid),Himantopus leucocephalus x novaezelandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5695,slash,y01133,Pied/Black Stilt,Himantopus leucocephalus/novaezelandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5696,species,bknsti,Black-necked Stilt,Himantopus mexicanus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5697,issf,bknsti1,Black-necked Stilt (Black-necked),Himantopus mexicanus mexicanus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,bknsti
5698,issf,hawsti1,Black-necked Stilt (Hawaiian),Himantopus mexicanus knudseni,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,bknsti
5699,issf,bknsti2,Black-necked Stilt (White-backed),Himantopus mexicanus melanurus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,bknsti
5700,intergrade,bknsti3,Black-necked Stilt (Black-necked x White-backed),Himantopus mexicanus mexicanus x melanurus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,bknsti
5701,hybrid,x00846,Black-winged x Black-necked Stilt (hybrid),Himantopus himantopus x mexicanus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5702,species,bansti1,Banded Stilt,Cladorhynchus leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5703,species,pieavo1,Pied Avocet,Recurvirostra avosetta,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5704,species,renavo1,Red-necked Avocet,Recurvirostra novaehollandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5705,species,andavo1,Andean Avocet,Recurvirostra andina,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5706,species,ameavo,American Avocet,Recurvirostra americana,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5707,hybrid,x00732,Black-necked Stilt x American Avocet (hybrid),Himantopus mexicanus x Recurvirostra americana,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5708,spuh,y00722,stilt/avocet sp.,Recurvirostridae sp.,Charadriiformes,Recurvirostridae (Stilts and Avocets),Shorebirds,
5710,species,ibisbi1,Ibisbill,Ibidorhyncha struthersii,Charadriiformes,Ibidorhynchidae (Ibisbill),Shorebirds,
5712,species,euroys1,Eurasian Oystercatcher,Haematopus ostralegus,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5713,issf,euroys2,Eurasian Oystercatcher (Western),Haematopus ostralegus ostralegus/longipes,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,euroys1
5716,issf,euroys3,Eurasian Oystercatcher (Far Eastern),Haematopus ostralegus osculans,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,euroys1
5717,species,pieoys1,Pied Oystercatcher,Haematopus longirostris,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5718,species,soioys1,South Island Oystercatcher,Haematopus finschi,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5719,species,chaoys1,Chatham Oystercatcher,Haematopus chathamensis,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5720,species,varoys1,Variable Oystercatcher,Haematopus unicolor,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5721,hybrid,x00928,South Island x Variable Oystercatcher (hybrid),Haematopus finschi x unicolor,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5722,species,soooys1,Sooty Oystercatcher,Haematopus fuliginosus,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5725,species,ameoys,American Oystercatcher,Haematopus palliatus,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5728,species,afroys1,African Oystercatcher,Haematopus moquini,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5729,species,canoys1,Canarian Oystercatcher,Haematopus meadewaldoi,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5730,species,blaoys1,Blackish Oystercatcher,Haematopus ater,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5731,species,magoys1,Magellanic Oystercatcher,Haematopus leucopodus,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5732,species,blkoys,Black Oystercatcher,Haematopus bachmani,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5733,hybrid,x00006,American x Black Oystercatcher (hybrid),Haematopus palliatus x bachmani,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5734,slash,y01027,American/Black Oystercatcher,Haematopus palliatus/bachmani,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5735,spuh,oyster1,oystercatcher sp.,Haematopus sp.,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,
5737,species,bkbplo,Black-bellied Plover,Pluvialis squatarola,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,
